c this is a generated file
p cnf 4400 20000
-944 -576 -58 2226 0
4136 -1369 1862 325 0
3 -2108 -3635 2113 0
-969 2382 2017 2024 0
1464 449 -1179 -522 0
3264 -514 -2638 3490 0
2062 -2054 -704 2571 0
-4063 3826 2333 3752 0
-126 -3746 3698 -2989 0
-3971 -704 3965 -3127 0
-3102 -2006 2115 -856 0
-4274 -2649 -3799 769 0
3720 -838 4373 -51 0
330 -4318 341 399 0
-196 -1533 2961 2212 0
4248 -3077 2275 -564 0
-1114 -1315 2449 1652 0
-2650 2912 -4384 -458 0
-741 3243 -1233 1403 0
1955 3047 -4390 355 0
-2779 -1019 3456 2412 0
2071 2453 -3627 3093 0
-1848 -3258 378 1482 0
1410 3875 -2966 -4183 0
-758 498 4123 -3790 0
-279 3661 3546 -229 0
1917 -3099 3635 -2812 0
-3191 -4379 2214 440 0
-2955 2970 2532 -3868 0
3016 1298 408 3655 0
3220 3314 -650 -2098 0
-48 -4371 3197 328 0
232 -3394 3587 -958 0
1610 2713 467 -1224 0
-4045 -2449 922 -2734 0
438 2740 840 -64 0
-2702 -834 -2653 2058 0
2223 1006 4076 -2214 0
-2701 476 3026 -2158 0
-2261 1321 -60 841 0
2045 2660 3769 -802 0
2742 -1372 4087 3547 0
-785 -1096 1688 -365 0
-538 2005 -4044 -2967 0
642 -77 2512 193 0
2818 -4298 -878 319 0
-2629 -1606 -4015 3339 0
-1950 -1977 1101 -1493 0
-1682 2239 1429 2332 0
-2052 -3023 2627 -2373 0
-1791 962 -4333 -1706 0
-1965 -838 2442 658 0
416 2729 -2660 4131 0
1494 -3764 2995 1409 0
208 -228 2998 -2690 0
-4047 -1835 2066 -554 0
-70 -1736 -1025 2556 0
-3771 3869 -830 1758 0
-3278 -3478 -2376 -1519 0
2036 -1724 -747 1589 0
-1222 -3707 -4023 -4335 0
-4058 4061 4210 -1222 0
-3475 -4090 1972 -1763 0
169 -4217 -1964 -3214 0
-1541 2990 4116 -821 0
3203 -3037 3933 3260 0
67 -1671 1112 -1288 0
-405 -979 -2358 -428 0
1323 -3170 -1427 -636 0
-4310 -735 -1502 1599 0
-212 -1415 1535 2376 0
2671 -4093 -3940 -2165 0
-3751 -2429 82 3909 0
-1058 2370 2799 1260 0
-3716 2949 -3730 1453 0
2684 321 79 3188 0
1573 -1581 -1967 2841 0
2795 4252 1761 3851 0
3504 -1435 3379 -1521 0
2568 -1453 2631 5 0
-3420 2649 -4108 3769 0
1700 3848 3373 2289 0
-3327 -1281 -3719 -887 0
-48 -214 105 2098 0
-510 -393 3076 3924 0
437 105 -531 -821 0
2662 3924 -3627 4154 0
-2692 -1192 3382 -3143 0
-2320 384 2717 3644 0
919 -3472 695 -1438 0
4394 2778 -958 560 0
1302 3732 -3722 -3542 0
-4341 2622 -1750 -423 0
-3236 366 -1072 -758 0
-1357 179 -2187 -4336 0
-3380 2461 -2726 -644 0
3361 -1059 -3392 -1942 0
-3425 4097 -3024 3407 0
-2984 238 -1814 -2711 0
-3320 1424 -1732 1977 0
2764 3972 4218 1096 0
2515 -399 -2766 -2196 0
1077 -3748 4268 2923 0
-3358 -2186 3008 -3259 0
536 -329 1691 3150 0
2138 1803 3604 -2672 0
613 2743 -3857 -1130 0
4386 -2167 262 -4091 0
-8 -3326 856 1440 0
1383 -1147 -2077 165 0
-3917 -2161 642 1231 0
736 -1117 1383 -3234 0
-1381 1712 -2033 -4347 0
-1584 2689 -2504 2856 0
-1118 -4039 1754 2705 0
-3924 -846 1099 135 0
3737 243 -2608 -2630 0
-3962 -3429 1503 1108 0
-1748 -1145 -315 2031 0
3601 229 -2624 382 0
1835 -4127 199 2553 0
1750 -1607 -701 -2091 0
-1071 -864 -4232 1965 0
-3773 -1828 2465 -3813 0
2873 -2759 -2919 -2784 0
-3503 -2495 2758 15 0
403 -1370 -3554 -2331 0
270 4124 -440 4361 0
1181 -2790 -1783 -1720 0
-1869 -2678 -251 -620 0
50 2880 -1589 3095 0
-3277 2858 -4268 -3979 0
-2077 1872 2932 -673 0
1022 -2055 1567 2637 0
-4374 -2051 240 -3177 0
349 -3163 -102 2107 0
-1304 243 1581 -1337 0
-671 -3763 59 952 0
-510 -2775 -3306 -1066 0
-1810 1391 -4074 -3204 0
4322 2128 -4211 -4178 0
-2821 -2946 3108 -2305 0
-2060 -1816 -4188 -1535 0
523 -2252 -2089 -2583 0
-986 1930 -1118 -29 0
3577 -179 -4184 -2454 0
-920 -3452 -1323 -3251 0
4195 -2416 -468 15 0
-488 2047 -191 3499 0
83 979 -562 2129 0
-4107 4120 4390 -2726 0
2273 -2206 2583 -1130 0
496 1204 -1830 1146 0
-2688 1347 -286 331 0
-395 625 770 -3117 0
4173 2603 -3953 349 0
-1411 2284 -3198 -3705 0
7 -3758 -988 561 0
-1208 -763 -1235 3216 0
-3092 -2405 -1460 1451 0
-2224 -4010 -1840 4347 0
-3082 -2535 -4002 1780 0
3273 -1716 -2940 -3690 0
-2236 68 881 -1802 0
2697 -347 1111 1762 0
-3100 -1547 250 248 0
3437 -1569 1777 -3478 0
2929 -2567 1153 -2818 0
652 1471 -3159 3341 0
2829 -3521 -4033 -774 0
-2106 -2217 2894 3759 0
-3148 3690 -1021 3877 0
-2382 4363 3467 -4036 0
3279 -3445 -1343 228 0
2060 -2999 -3493 882 0
-903 905 2368 -1716 0
1960 -3171 1319 431 0
2607 -997 -278 3871 0
-902 2710 -2187 -4042 0
2281 3053 386 675 0
2732 -3244 3876 -2649 0
-928 3008 71 2256 0
2812 1930 1852 -620 0
-281 3284 -4040 753 0
1040 890 2915 1952 0
2658 406 660 2776 0
24 -3609 -3119 208 0
-378 -3951 -790 3309 0
-1501 -2464 2376 -259 0
3643 -1158 772 1952 0
3073 -1647 -3980 -3016 0
2820 678 2266 -1379 0
-1813 -1222 -1930 -781 0
668 1298 3141 -1588 0
4013 -1708 2706 2409 0
-3828 2289 -2092 1153 0
3064 1449 -2351 3618 0
-1515 -2324 391 3476 0
4113 -2048 406 -1010 0
320 -832 -4259 3187 0
-1470 -599 -62 -1710 0
-150 -3661 2490 -545 0
2442 -354 -653 -2767 0
2297 -3134 828 -399 0
-3581 -3270 2496 1465 0
1712 2514 2131 2948 0
875 260 -577 -4263 0
499 2005 3543 174 0
-93 -403 -3195 2941 0
1516 2402 4321 2082 0
994 3527 1522 1879 0
-1889 2932 4314 -2215 0
3239 -2981 677 4382 0
2445 626 -2996 386 0
-204 -1351 -1735 -3462 0
2434 3834 3363 3086 0
-2822 844 2865 566 0
3626 -3960 1799 -3983 0
2325 1472 356 2450 0
3507 2059 -2322 -2656 0
845 -4040 996 -2737 0
267 2694 1156 -3818 0
3607 -2523 692 -1009 0
3686 -3371 1966 -1912 0
-443 -2888 2226 1775 0
-3356 2636 -4315 2204 0
692 570 2039 -3870 0
2493 118 -809 402 0
-784 -3670 -841 1660 0
-2598 -402 366 -118 0
-3748 3624 4318 1080 0
-678 2719 -523 4267 0
-753 2766 1637 -2753 0
-3182 1398 2696 3918 0
1778 617 1723 -2628 0
-2708 1129 -1244 2987 0
-542 -645 -796 -405 0
-13 2814 1217 3266 0
4059 2251 -301 3082 0
93 -2039 969 -874 0
3605 -443 1236 1973 0
3993 -1537 -858 -2964 0
-753 2741 1437 2185 0
410 -3434 2101 -4115 0
3134 -2471 320 -3993 0
-4186 -488 3316 -2665 0
-2227 1315 -3915 -1992 0
-4000 2883 3459 1594 0
2343 1141 -365 -1850 0
373 3369 -2197 2575 0
-607 -447 2205 -2265 0
3886 2224 2615 1999 0
-1946 2443 3274 1978 0
1345 -3675 -344 -953 0
-944 -911 -3428 -2499 0
3438 -2385 3194 3482 0
-4319 -443 -953 -3550 0
-2901 2015 -1370 -2074 0
-2537 3058 -3469 340 0
1691 -2347 2288 -4010 0
1842 1864 -3653 -1122 0
-716 1696 -2876 195 0
-2012 -2683 1636 812 0
2764 491 2956 -866 0
-2220 3421 2328 4064 0
-2569 1991 -2636 3532 0
-2163 -2666 2179 531 0
2793 -2494 -2039 142 0
-2805 3378 -227 549 0
1270 -1879 711 -3690 0
2459 2694 -3996 3045 0
3415 1475 -3803 -746 0
-520 2025 779 -2702 0
-3038 -3337 -4394 294 0
2608 -1493 -433 -588 0
-3875 4046 1298 1794 0
-1348 -967 -1365 3688 0
-3235 3620 -2587 -1544 0
-408 -1590 -1784 -68 0
2109 -879 -1649 -1692 0
-2961 3264 32 -2890 0
-4240 2667 2388 -2825 0
1771 -985 -1565 2530 0
589 3418 -1069 3137 0
262 2583 1333 2465 0
-83 -3734 2769 -635 0
4193 -60 -3313 2905 0
912 4291 -3123 -1868 0
3291 1016 1058 -1204 0
2392 -3137 -1619 2264 0
-3491 3440 -2917 -1832 0
-2910 -448 -882 472 0
1046 -580 4115 2132 0
2224 2111 -571 -4367 0
-639 -4109 -382 3626 0
-2358 -2136 1075 4294 0
4022 -484 -1020 -1012 0
-588 -1882 -3758 1860 0
-1349 -266 2809 396 0
3325 4319 -3770 2099 0
2082 -4054 -2123 -602 0
2098 -4348 -804 4332 0
-805 -3188 -3042 -46 0
1057 -3009 2216 832 0
943 -2151 -2509 256 0
495 879 -696 315 0
79 2073 -3048 2529 0
1133 -1150 551 -3372 0
-1147 3193 1936 646 0
-2939 3673 -2749 2782 0
-4320 -67 3506 2744 0
3698 -335 1539 2037 0
-4270 -1256 -789 -2276 0
-3789 -4009 2267 2811 0
-1092 -1345 -3002 2687 0
-1697 457 1799 3874 0
4378 -2702 2185 2310 0
-2209 1221 -4073 -1938 0
-356 -4068 1388 -4131 0
-2696 131 3211 -4163 0
-2162 4125 -176 228 0
1865 -853 -2536 1505 0
2619 -304 3894 2495 0
1881 -3281 1406 -744 0
-406 1533 -1379 3197 0
3715 -2734 365 3900 0
3788 -3763 751 -775 0
-1786 1444 3821 -1667 0
3512 3262 -2779 2480 0
1157 -3435 -3433 -662 0
2133 -834 1190 -4323 0
1180 -852 -770 -1098 0
-4290 -296 2998 -3835 0
-2144 1060 1602 -1902 0
-242 1089 -2854 -4197 0
3002 -3374 4020 1823 0
-1104 2439 2046 335 0
4198 3057 -3992 -2494 0
-3755 2475 -2176 837 0
386 2427 137 4274 0
2673 901 -2915 2105 0
2672 -704 3063 2135 0
2502 1773 3105 -3976 0
1173 -3707 2846 -2140 0
438 -2192 2463 -1463 0
1658 3089 -3523 -3316 0
971 3115 523 2165 0
3820 2943 -2020 3235 0
777 4015 3137 -2025 0
873 1756 -1465 2279 0
-2551 -163 2916 964 0
-137 -63 -2547 1353 0
3565 628 -2550 -72 0
-2333 -476 1841 404 0
-740 -13 -3536 3364 0
4240 -4170 1968 2315 0
2288 -3813 -2853 -580 0
589 1291 -1496 -3948 0
-4329 3528 -1252 -1283 0
-4289 -345 -1451 80 0
-2752 3419 2799 3549 0
-2170 1455 2736 -2045 0
-2245 -4279 3911 1126 0
-1218 2437 -3647 1165 0
1522 -2352 -791 1622 0
-4385 2768 -3413 -1169 0
-3296 2985 1488 -848 0
1488 3241 4273 285 0
3544 3967 -2465 1124 0
-3984 4109 1606 979 0
3298 81 962 -1346 0
3494 3508 4304 2213 0
2451 1680 -618 -7 0
2621 3226 2081 -1647 0
-128 4164 726 -4249 0
1280 2696 -3615 4219 0
-4386 2570 -2157 2010 0
-560 -1352 4032 -213 0
-3624 -3443 2668 -3945 0
-3394 3958 -3041 3710 0
-302 -269 1852 794 0
-3146 -2534 -3840 565 0
-3446 -4340 -258 2219 0
3325 -1121 899 -3731 0
-1380 1027 229 2507 0
587 2863 3310 1950 0
4219 -1406 -2933 898 0
3445 -1745 2222 -1716 0
-106 -985 3454 779 0
2326 3340 2679 3182 0
1652 422 128 -3100 0
2555 -81 3295 2928 0
4391 1559 4182 1686 0
-1915 529 2824 3255 0
-3675 403 80 3610 0
1994 -686 -4262 3382 0
-1401 -2894 -987 759 0
-1174 -3539 4238 -3910 0
1172 2987 2839 -1956 0
-80 -3063 -852 -650 0
1344 -1432 -97 1757 0
-709 -147 -655 -343 0
386 2201 -3572 2342 0
-99 2095 4380 -3246 0
-434 -296 -797 1134 0
-2698 -2361 3280 198 0
4355 1927 3575 610 0
-3060 -286 3516 513 0
3798 275 -3712 2907 0
-449 -2209 1151 3799 0
-3955 3222 -1680 -730 0
322 1958 -4202 819 0
2846 -1351 -3346 -1433 0
-622 -2245 4347 2159 0
-373 3077 3538 3723 0
1194 -1274 2241 3261 0
-2287 -2592 -3491 -2758 0
-826 -2608 -3501 1637 0
-4131 188 3410 1029 0
-3223 -2466 2517 -2182 0
-4320 3906 -116 96 0
-394 -3335 594 -2218 0
-991 -2244 1974 -2092 0
-2199 3167 4252 -1622 0
16 -1254 -988 -3850 0
-579 350 -1476 2477 0
-1722 -2129 -2935 2519 0
919 662 -2847 1574 0
3911 -2267 4368 2545 0
-3870 -2827 118 3293 0
-2779 -117 -153 -1107 0
3472 3710 -2031 662 0
-2479 -39 3493 15 0
-207 -2130 -488 1104 0
970 4040 -277 -2431 0
1444 653 2988 -3353 0
-3430 -1211 3061 1999 0
1380 -2158 601 -4030 0
2205 -90 3649 1938 0
-1869 3282 2144 2443 0
2511 524 3844 2525 0
-1390 -1196 2409 1722 0
4203 -1930 -3185 1333 0
-3964 2461 2338 3297 0
974 -1204 3374 -1761 0
1840 3316 1396 -314 0
-3908 -3406 3114 -1566 0
-1627 -3724 -4378 1980 0
-3552 2278 -355 1722 0
-1406 1060 672 -1117 0
4335 -907 -2064 -3702 0
-3244 -2847 -465 3611 0
-3279 -804 3225 -2582 0
-3595 -1697 2860 2535 0
599 2933 -2852 1504 0
-4256 4227 1326 2309 0
3753 3977 3333 2185 0
-1525 4325 3581 -3696 0
2155 2097 -3931 -29 0
-1872 -1922 1463 4007 0
2884 -2162 -775 4239 0
-426 -896 -809 -2532 0
-812 4356 4371 -4177 0
-1987 2083 -1813 1399 0
2094 3575 3121 -1748 0
2036 -4014 449 4163 0
22 -716 333 -4391 0
4154 -2852 3947 1018 0
-3081 -4003 3244 -2247 0
-150 -4277 603 -869 0
-548 -2877 1778 -807 0
2737 4186 1282 -2953 0
3252 -844 -290 347 0
3859 632 400 -4106 0
2501 -2799 1695 -2653 0
3728 -212 -3203 2674 0
2085 3575 3225 2588 0
982 2774 -4321 -596 0
1010 -1868 3441 3347 0
-2227 -1818 1704 576 0
224 2429 2782 3477 0
1437 585 4030 1379 0
3163 -3377 -2358 1894 0
-1832 -2985 -374 406 0
-2464 -1809 -878 323 0
-1309 3985 393 -946 0
1243 600 -1034 -3280 0
-399 -763 -3272 1431 0
-588 -3578 -1714 4002 0
-1842 2248 -35 -1956 0
-2640 -765 -2581 625 0
-369 -1002 -2378 4369 0
-3396 886 377 2641 0
-761 2429 -4075 -3543 0
651 -3004 247 -370 0
676 -1725 -3731 -515 0
-738 2959 3516 -1894 0
-1554 -2034 -8 97 0
-2260 592 572 463 0
1305 -2767 1531 925 0
-41 2345 3498 -626 0
-2786 863 -3708 3748 0
-3019 -1515 -1251 -2180 0
-3590 -1820 2309 -225 0
-70 1523 -2334 4053 0
3191 -2243 780 -3744 0
-2855 1812 3105 -2522 0
-293 -357 4209 1983 0
-684 1526 4230 503 0
4261 1268 -2708 -2724 0
3081 -555 -353 92 0
-3490 -3863 -4095 -2197 0
-2523 3701 3864 -969 0
3925 -2069 -4285 -53 0
2557 4168 -3113 -2838 0
1997 -839 -3271 -3586 0
892 457 -4347 -4296 0
4120 3826 226 -3910 0
4260 389 2726 -945 0
4243 1648 -3351 -473 0
1738 2299 -3329 2450 0
3579 -2396 -3274 2477 0
1777 -173 -147 -3928 0
-265 -2934 1082 1400 0
3425 2566 -1357 -2567 0
700 -1230 -3354 -188 0
-656 338 -1030 3724 0
839 -1937 -4084 3162 0
3993 -3381 3495 -412 0
-2322 2505 1121 2952 0
1626 -2302 985 3795 0
-2220 775 -3947 2069 0
-4310 -4075 4309 566 0
296 1402 -1010 -1077 0
667 -3080 -1033 3448 0
-2155 1536 444 2106 0
3429 2012 284 -1063 0
-288 -460 -2719 -4230 0
-2147 -2306 -1418 -697 0
-458 -3299 -19 2102 0
-2381 -3097 -4387 -1583 0
500 -18 -2821 -1656 0
1400 -1705 1888 -2750 0
-3507 3942 -3241 -3298 0
2292 -3658 -3028 2659 0
-3537 3101 -2981 4381 0
-807 986 4383 -1891 0
358 -3652 -1222 2601 0
3903 4026 3070 1091 0
3193 3568 -1900 -106 0
663 2135 1881 -895 0
4266 128 3182 745 0
-1668 -1911 -796 3508 0
-3101 4326 2287 1939 0
3094 657 3273 1816 0
2512 2298 -211 -3985 0
-3426 1524 -4368 1737 0
-3137 2391 -587 3816 0
-3156 4296 -2577 1159 0
468 -1149 4324 -1767 0
-3451 3514 -1047 -4279 0
3837 2196 -3911 236 0
3005 1450 2816 -2681 0
1835 3263 745 1875 0
270 852 3568 51 0
-55 -2295 -3672 859 0
-3267 76 1276 1268 0
-4356 4204 3521 -1847 0
-239 -836 2024 539 0
-1891 2107 3830 -3348 0
4177 -595 -3212 4192 0
-2096 3924 2650 2633 0
-2954 2036 -1473 683 0
-801 -1385 302 -2563 0
-1305 1457 -2873 2717 0
576 -2653 -1581 1390 0
-639 3152 3370 -2534 0
3120 209 386 3820 0
-2488 -2087 291 3192 0
606 -2405 2076 -3450 0
-744 -3461 -3200 -3180 0
-301 910 806 -4355 0
1650 600 -452 2266 0
2255 -663 -2789 -3082 0
-965 -1672 -3754 -2505 0
-570 3458 -1893 2648 0
-2411 28 -1422 322 0
-3923 -3215 -2615 1659 0
866 4240 484 -533 0
1628 -2120 2731 -3686 0
777 116 -2491 -4142 0
3986 2142 -2737 665 0
2644 -1814 4058 -4178 0
-1532 1805 3962 437 0
451 -1913 -1319 3129 0
-2429 3937 4052 2939 0
4187 -927 675 -45 0
2887 198 -827 2830 0
-940 -4102 -1553 528 0
3883 -489 -2873 -416 0
-1547 1253 941 -2893 0
3972 -2884 -769 32 0
3367 -2173 -2400 3886 0
849 -1348 -2461 2379 0
-1082 -4027 -947 1617 0
-2722 -817 3966 818 0
-3337 749 -892 -720 0
4214 1753 -3090 -3188 0
-4146 -2354 910 3934 0
-1136 -1300 -1855 2859 0
3637 -4241 1516 -4134 0
281 3781 161 1830 0
3339 -40 -1768 3356 0
-1765 1009 -1140 853 0
-1990 2424 -640 812 0
-488 2630 3318 -4114 0
3283 4305 -2261 1831 0
4303 -804 -880 -1061 0
3668 3939 -2312 170 0
229 -3680 -1933 -1247 0
-1952 -244 -1677 -1800 0
1975 2676 -4378 -2665 0
4142 3731 -3939 -101 0
-74 4165 1695 -714 0
1180 2443 1415 -2110 0
-2417 -3681 2258 3971 0
-896 -944 -4060 1382 0
4109 -3998 2965 2676 0
-3958 1984 343 3216 0
-2710 1379 1531 1861 0
-1206 -4141 677 -171 0
2236 -4261 2769 -207 0
388 3880 -1811 3961 0
3775 -2043 -311 -974 0
-155 3659 -1398 -2246 0
1580 -127 3744 2661 0
2806 935 -2910 1649 0
2298 -129 458 1661 0
-2760 2945 3260 4003 0
-1745 -3671 2198 -2986 0
-2429 347 2932 2603 0
2877 -1920 3070 -1720 0
370 -3883 -361 -1000 0
-2447 -2178 -1400 2055 0
2447 -1659 2546 -420 0
1037 1717 -3693 1075 0
3333 1722 -4285 4206 0
-4216 2933 3783 -89 0
-1991 2163 -3259 -4143 0
-4146 -763 2648 1111 0
4227 -1472 3748 -2528 0
308 3308 -1646 -2339 0
-310 2035 -686 1677 0
3211 3380 -3953 -1220 0
-1680 -3734 955 191 0
-2197 -2913 -2104 -2951 0
2221 -619 3975 -3299 0
608 -4277 -4314 -4114 0
-1983 2544 -487 996 0
3958 -142 918 2989 0
-3738 -2170 3558 503 0
3557 3245 -4178 -3515 0
-1523 495 -2211 1019 0
2882 -3011 -2089 -2812 0
-642 3967 1882 -2123 0
876 -591 3704 2768 0
1859 -3420 408 3619 0
-4325 621 -3031 1730 0
-2779 3631 969 -1863 0
3320 1008 -2627 -500 0
1829 -2375 -1882 2934 0
288 -1554 3156 -3622 0
-3862 3827 -4223 -71 0
-1101 -1974 253 2728 0
3395 3830 -3140 2613 0
-3636 -3104 1703 3893 0
-982 2904 1512 414 0
3013 -3169 2902 3302 0
2774 -1887 -2182 203 0
3422 -747 -2172 -755 0
411 3373 -1524 835 0
283 -1865 -601 2920 0
-3351 1327 -91 -252 0
-4195 -388 -4038 -1643 0
1299 908 3012 715 0
-2710 738 4080 -113 0
559 -2832 -220 1198 0
-1590 -3884 -4191 2565 0
40 117 -2099 -1532 0
-2567 -2434 2751 2669 0
-916 -256 4174 -1704 0
-1973 2741 1918 3610 0
1152 -3082 -2038 -1249 0
592 2399 -1672 -1653 0
-1360 1223 -1428 -4027 0
-1813 -2705 -397 1390 0
1701 -4024 -1498 3514 0
1946 -1565 -1039 -2081 0
-3229 -809 -2224 1328 0
4065 -2768 4164 -1322 0
2995 4245 -1203 1892 0
1638 -3269 -1573 -2701 0
-786 -88 -1480 1663 0
3253 3041 1196 3165 0
-2057 -2007 125 2916 0
3819 -3002 -600 309 0
2637 -2275 -3116 -857 0
-1874 -1694 2304 2334 0
-3251 135 1102 -3883 0
939 -518 4065 1313 0
1592 1554 -3549 -4397 0
-1149 -1719 -2161 -1745 0
1400 65 2369 3025 0
-2698 2385 1646 3733 0
-1367 -2306 4151 2167 0
3494 -2233 -3572 -2080 0
1523 -4213 -2030 409 0
2819 1005 -420 3039 0
-1220 338 -3602 843 0
3465 -3413 -1217 -1662 0
3948 -2917 -3487 1847 0
3444 4122 -571 4369 0
2635 -2185 3038 -308 0
-632 -2778 -1274 -1288 0
-3748 -4015 -2058 2188 0
-217 -1772 -942 -1754 0
-750 -219 3924 -3360 0
1462 -1326 -1268 -3988 0
2757 -1504 3372 -1483 0
-2691 4333 -2455 4055 0
2687 2721 2196 4275 0
931 -1227 1329 2650 0
515 1852 -822 2 0
-3682 353 1296 -2053 0
942 2965 -840 1396 0
3828 524 -4137 1612 0
2311 3177 654 -2495 0
-2995 -3869 -1489 1819 0
-1346 -477 -497 -1688 0
3771 -1437 4349 -3430 0
-1064 -3494 2267 3676 0
2289 2969 -1250 -3699 0
1207 -2920 3442 3171 0
3313 1573 -3067 3968 0
3245 -2006 -3373 3752 0
-2531 628 2762 409 0
-228 2605 1041 4225 0
-4239 -3353 3961 3455 0
-3281 -3815 -1285 -3871 0
4078 4395 1678 3297 0
-155 1424 1973 -1214 0
2532 -3871 1898 1631 0
-2734 -80 -652 2465 0
-1583 1333 3240 -2063 0
-1707 1404 3921 3302 0
-1650 -3853 1468 378 0
2575 -3278 2606 -273 0
-823 1366 -3852 -2229 0
929 -4027 1925 -1829 0
-4359 1130 -695 783 0
3314 -2679 2901 -2446 0
-216 2046 -3334 -2615 0
1972 -80 527 905 0
3208 -1317 1148 1075 0
1326 1759 -3386 -3983 0
-4007 1826 3813 3528 0
-2486 3164 -4380 -2495 0
525 1034 256 -1176 0
-2509 -1338 -902 -3415 0
1686 1681 -1198 1609 0
-568 424 2254 -74 0
4264 -4378 4324 -3827 0
-1952 -2643 690 4238 0
1357 796 434 3833 0
2913 -1035 -696 1278 0
-3468 2601 2707 -1338 0
3373 2738 1537 -3910 0
582 -632 3101 3815 0
89 3764 -3987 -2837 0
-309 -1299 -2040 93 0
2999 913 3380 1302 0
-3694 -3813 2698 -4349 0
-3010 -3972 1137 1325 0
-2258 -3865 4066 -1014 0
-1003 -1079 -480 -3460 0
-722 -3869 3140 2160 0
-3256 1958 -3790 -2221 0
4373 948 -3444 -1238 0
-1301 -1135 4316 108 0
2369 4338 -197 -211 0
199 678 2657 -1660 0
-2591 3689 331 -2617 0
-2264 -3446 1452 -1854 0
-565 3448 3148 1205 0
-1604 1027 3570 -2286 0
-2151 -3915 3571 4250 0
2296 2372 -3150 2247 0
754 -992 2033 1649 0
-1958 3048 -3194 1360 0
-2173 1589 1548 3044 0
691 -1063 -424 -2599 0
2470 928 3977 -3452 0
-1780 2006 -3930 2102 0
2759 3818 3191 4020 0
232 3016 613 -3035 0
676 3675 -3976 692 0
1836 -2430 698 -2790 0
-380 -1141 1716 3434 0
3751 2413 -2889 611 0
3807 1463 -2600 3826 0
1569 3184 4335 514 0
139 3564 -2449 -515 0
1278 914 -3275 -2740 0
-2184 -2716 -4274 -1735 0
4327 895 2643 -4111 0
-2200 -3934 606 -789 0
-4347 -2020 3924 2660 0
1867 19 4161 908 0
-2893 824 2187 3947 0
1865 4268 -3191 -3339 0
-1692 1244 -3118 -147 0
1375 -557 -196 -2135 0
3254 -2591 -3552 3925 0
1362 -966 -1596 570 0
4263 -231 1611 -959 0
-2558 3901 3103 -2850 0
1839 506 2222 -1537 0
2321 2787 -505 1343 0
-1809 1498 -1302 -4210 0
4274 2092 2123 -344 0
1281 2297 3628 1294 0
4203 -1335 3012 -358 0
3365 -4172 2119 2536 0
-2146 2334 -1590 -2780 0
-230 3676 1051 -3868 0
-2932 -4200 3219 -1014 0
2836 569 -3337 1562 0
-433 3405 894 -2601 0
-4086 -3918 3764 -2907 0
-2564 1803 -2979 2162 0
-4395 4353 -1611 -3747 0
-390 4347 -3268 -3437 0
2965 486 4350 2714 0
-1300 2835 -340 168 0
940 -2386 -1161 -2032 0
122 -3957 1379 -3778 0
2188 -3652 -1434 1592 0
-2949 2519 -3389 3815 0
-635 -1673 2086 -4312 0
-3146 4212 518 3461 0
2228 -1428 4319 -1235 0
337 -3024 3578 1553 0
4389 204 4153 630 0
-1013 3901 1581 -4211 0
997 -2305 3890 -1393 0
-2640 -3282 904 1286 0
-659 -4007 -410 1583 0
-3096 -3850 -3839 1077 0
-1951 316 -3446 3403 0
-3793 -2646 -563 4104 0
-96 -3561 885 -1103 0
949 -3921 -352 -108 0
-3918 3385 -2541 2814 0
3295 -3228 -3137 4274 0
-3718 1835 716 3951 0
4376 2097 3348 3777 0
1621 519 -1215 3008 0
-2841 -3953 4163 -2508 0
-1215 2003 509 2521 0
-2021 2824 3263 2069 0
-1209 -2184 3478 979 0
-2373 3595 -4042 -3249 0
-1865 -2831 -157 1701 0
-4033 -1920 4066 1123 0
2990 487 1582 -4110 0
563 3570 -1571 -1556 0
420 3370 2322 262 0
-131 -672 -643 -409 0
-3303 3438 -46 -555 0
1953 1193 -1285 1762 0
-1120 -1250 -1234 -3189 0
221 -4273 4265 3289 0
-3706 615 -963 -2996 0
1760 2914 1924 59 0
1569 1540 -3445 2199 0
2287 -223 -1307 -1054 0
-1182 932 3192 1944 0
-1774 3582 3481 1804 0
1752 1220 -380 2801 0
-3774 -4057 -2437 2673 0
-4242 -1853 -691 3856 0
-904 -4056 3439 933 0
2177 -4399 1195 -133 0
1281 565 -423 529 0
643 -2163 1130 -65 0
-2791 -1937 687 1697 0
318 -3515 2648 -3910 0
907 2816 -2110 64 0
3097 2161 3689 465 0
3653 2768 4035 -3453 0
1203 -653 -2960 3676 0
-3418 -2031 4108 -384 0
2828 -1506 2393 -2406 0
1013 -1116 221 -3320 0
-3637 -687 -3527 1053 0
976 2891 -2739 3608 0
-2644 -750 -1312 -1905 0
2933 -883 -1195 406 0
-670 3205 -4018 -3937 0
-1078 2585 1165 -4290 0
-1358 3045 -1937 2299 0
868 3603 -36 2318 0
-4372 330 2353 3576 0
-3812 -2474 -1824 865 0
-3716 -1895 -2700 -62 0
-1533 -3561 3145 4135 0
-2726 -4246 3832 -4356 0
3877 4277 -2694 -2488 0
931 -1691 -1139 1096 0
1631 -1038 -4023 417 0
4231 3314 3885 3036 0
2350 3780 -2593 -2773 0
350 -126 -3569 -2452 0
-3630 874 -3701 4156 0
1844 -271 3116 2507 0
-4175 1013 -501 -4047 0
3227 -834 -1068 2369 0
2402 -808 -323 -4354 0
1323 2207 855 2504 0
-2839 -1036 517 -2831 0
4145 1626 3467 649 0
906 -341 727 3342 0
